"Date","A3429047X","A3429305C","A3430466R","A3367261X","A3371350C","A3372970K","A3361741A","A3544885R","A3362683J","A3369868F","A3428192A","A3359203A","A3373603A","A3370438C","A3371419R","A3366400V","A3591637F","A3362770F","A3544967V","A3368974T","A3363316X","A3359206J","A3427379J","A3545052R","A3359311K","A3373132T","A85253426W","A3545054V","A3545055W","A3545056X","A3430469W","A3545192T","A83834212F","A3360988K","A3360463V","A3363457C","A3359929L","A3367438V","A3363985J","A3591889A","A3373186X","A3360466A","A3594008V","A3372130V","A3364498T","A3426005W","A3428474X","A3362245J","A3425102F","A3544886T","A3363703X","A3360748X","A3371353K","A3359104V","A3360751L","A3372406W","A3362260F","A3544887V","A3364795L","A3362686R","A3430211L","A3591638J","A83834719T","A3366403A","A3361861V","A3363817W","A3374554K","A3364894V","A3365359K","A3370939A","A3371965X","A3363319F","A3362341J","A3372475A","A3544968W","A3362773L","A3364342W","A3427913W","A3361486C","A83834572K","A3374140K","A3366484R","A3374143T","A3360916X","A3364429L","A3372031L","A3369058C","A3373138F","A3371497W","A3364432A","A3545058C","A3370495X","A3371500X","A3426878J","A3360469J","A83833990J","A3606208V","A3359932A","A3361999K","A3362455F","A3373189F","A3368014J","A3365527K","A3363988R","A3372133A","A3366958F","A3360472W","A3369112F","A83834857R","A84931600W","A3387020J","A84931606K","A3398093A","A3378071R","A3395900F","A3386186R","A3383954R","A3387050W","A3393659K","A3391508R","A3377387T","A3387053C","A84931607L","A3551932A","A3396062X","A3387896A","A3393020W","A3396761K","A3395300A","A3396065F","A3378920W","A3398225T","A3396068L","A3383330T","A3375386C","A3389348X","A84931608R","A3385019L","A3396173R","A3391781C","A3381182R","A3376229T","A3610749L","A3386435T","A3379019X","A3551229X","A3396878R","A84931609T","A3397625K","A3383522K","A3388805A","A3381275A","A3386573R","A84931768A","A3389555R","A3375599J","A3376943A","A3424499W","A3432053C","A3370834F","A3427148X","A3360253W","A3365803V","A3374467L","A3363715J","A3359116C","A3370336R","A3363718R","A3367276R","A3361318T","A3369877J","A3360772X","A3373513W","A3427619J","A3369946A","A3371437V","A3373615K","A3373618T","A3358723L","A3361417X","A3374089R","A3373069L","A3366424L","A3372493F","A3366427V","A3606196W","A3370951T","A3360862C","A3368995C","A3430739K","A3366493T","A3371005R","A3365464L","A3545078L","A85253429C","A3374647W","A3428750J","A3427145T","A3363202A","A3430736C","A3363721C","A3605142W","A3424808R","A3361420L","A3363331W","A3429893K","A3374650K","A3368515F","A3373144A","A3360409F","A3372049K","A3360412V","A3371503F","A3367948V","A3545081A","A3429044T","A3432650A","A3371872L","A3426611W","A83834635J","A3369067F","A3373147J","A3365959R","A3362851J","A3367951J","A3372052X","A3359314T","A3364450F","A3370507W","A3371008W","A3371509V","A3370510K","A3373150W","A3545082C"
1998-12-01,"1485591","38027","1868","213","0","57","368","0","1048","182","2115","252","234","477","348","86","0","206","13","29","470","0","4597","211","4276","53","0","0","43","14","29447","128","0","165","0","13744","6452","1104","1343","0","800","0","215","2144","3352","829249","53287","53287","8179","0","1115","0","116","1937","734","30","1287","88","416","2456","38144","0","204","0","635","523","1377","244","337","0","201","26","38","1005","0","124","33430","215043","453","18","111383","53826","984","4247","1946","47","4404","60","2865","1136","0","86","33588","514596","142","278","0","3382","6470","62931","28154","14105","38068","9624","0","200","147753","203489","77483","751","751","4001","490","0","0","148","59","83","50","540","43","2588","7134","40","37","0","266","516","542","32","167","139","255","0","765","4375","31905","263","438","11","0","61","0","30703","69","0","360","33692","0","4989","2820","0","2453","0","4541","13228","5661","107681","0","0","11297","3","3780","6370","39","243","60","25","7","351","49","36","334","96323","1","3","13416","6762","869","15007","14367","7633","0","2304","623","0","1635","0","33703","61","61","0","0","0","0","0","48383","0","0","70","70","0","244","122","122","48069","320","2132","35","0","0","0","44895","687","0","384768","7712","7712","377056","1417","84","274287","57724","84","4347","143","27","695","2","27132","3874","4430","51","2759"
1999-03-01,"1526332","40603","1761","243","0","64","688","0","659","107","2218","341","331","321","404","85","0","244","13","29","450","0","5076","249","4710","62","0","0","39","16","31548","135","0","204","0","15011","6255","1112","2367","0","740","0","273","2097","3354","861932","53258","53258","10497","0","1276","0","327","3611","627","23","1235","86","545","2767","40612","0","184","0","727","660","1461","248","229","0","515","47","38","973","0","157","35373","219757","331","5","115823","55178","822","3677","1940","63","4630","96","3502","1297","0","89","32304","537808","139","250","0","3311","6533","67277","28709","14876","40798","10156","0","252","154833","210674","79644","621","621","4347","506","25","0","158","89","92","135","641","75","2626","7650","0","31","0","300","511","689","0","804","141","247","46","867","4014","30592","251","539","43","0","68","0","29292","61","0","338","36434","0","5365","3032","0","2631","0","4698","14397","6311","104557","0","0","12800","3","5509","6828","3","137","0","19","26","24","74","3","174","91653","1","3","9597","6782","839","13839","14497","7950","0","3818","1546","0","1533","0","31248","104","104","0","0","0","0","0","45848","0","0","51","51","0","244","122","122","45553","326","2396","30","0","0","15","42190","596","0","393748","7708","7708","386040","1396","84","281503","58297","91","4171","143","5","708","2","28308","3865","4447","46","2974"
1999-06-01,"1555402","42397","2064","130","0","61","445","0","1223","205","2351","398","325","378","305","86","0","290","90","29","450","0","4761","434","4153","108","0","0","37","29","33221","138","0","211","0","15684","6078","1154","2570","0","803","0","341","2493","3749","881886","50042","50042","10020","0","682","0","2510","2334","1006","34","429","95","431","2499","39893","0","160","0","908","698","1569","391","262","3","618","41","271","792","0","197","33983","217705","509","710","117863","49636","1006","3532","1577","43","4847","63","3724","1051","0","381","32763","564226","53","282","0","3526","5866","70673","29184","15328","43517","10755","0","314","161973","222755","80093","517","517","3931","498","8","0","410","20","22","129","758","72","2014","6467","0","32","0","365","510","598","0","619","217","200","1","780","3145","31022","175","631","42","0","81","0","29828","46","0","219","38156","0","5561","3143","0","2786","0","5038","15030","6598","95425","0","0","7702","3","2769","3560","3","183","579","25","14","249","5","25","287","87676","1","1","10162","6102","1036","13186","13380","6712","0","3184","1223","0","1178","0","31511","47","47","0","0","0","0","0","46329","0","0","25","25","0","244","122","122","46060","337","2443","30","0","0","8","42652","590","0","409272","7758","7758","401514","2140","76","291956","60021","90","4136","144","5","754","0","30611","3887","4573","43","3078"
1999-09-01,"1588235","43995","1722","164","0","57","501","0","844","156","2773","441","60","508","706","154","0","340","135","29","400","0","5265","517","4547","129","0","0","38","34","34235","129","0","187","0","15849","6224","1155","2871","0","931","0","399","2607","3883","909053","51697","51697","11392","0","860","0","2233","2631","587","39","1136","97","553","3256","41558","0","143","0","1247","822","1621","449","507","3","761","46","226","808","0","230","34695","224849","404","517","120730","50105","1027","4028","1766","45","5031","73","4289","185","0","339","36310","579557","51","285","0","4572","5318","71637","31140","16326","43615","10876","0","363","168140","227234","74103","452","452","2363","357","13","0","138","141","40","48","728","64","834","6412","0","7","0","396","469","595","0","629","268","200","64","823","2961","30814","177","517","40","0","81","0","29708","46","0","245","34062","0","5323","3008","0","2501","0","4394","12868","5968","95642","0","0","9000","3","842","6798","3","147","127","27","7","494","0","53","499","86567","1","0","9534","5613","1091","12832","13226","6981","0","4029","1106","0","1541","0","30613","75","75","0","0","0","0","0","45837","0","0","15","15","0","244","122","122","45578","343","2481","18","0","0","17","42124","595","0","419605","7772","7772","411833","2025","73","298074","59863","70","4248","155","6","761","0","34647","3909","4628","42","3332"
1999-12-01,"1679507","46767","2463","143","0","26","530","0","1534","230","3008","336","90","652","761","206","0","363","160","40","400","0","6103","844","4955","211","0","0","37","56","35193","168","0","202","0","16690","6679","1273","2405","0","932","0","468","2521","3855","969328","54078","54078","9487","0","751","0","1170","2788","825","40","383","82","260","3188","43545","0","111","0","1536","943","1728","544","628","3","797","44","301","1021","0","269","35620","227666","420","399","122865","49349","1336","4281","1931","43","5239","85","4926","226","0","360","36206","634552","51","606","0","4342","5893","79788","35095","18457","51193","12357","0","425","179982","246363","96666","671","671","3382","358","1","0","307","217","58","60","634","52","1695","6274","0","5","0","380","401","588","0","754","264","200","63","724","2895","33142","131","3260","40","0","94","0","29383","5","0","229","53197","0","5374","3038","0","2606","0","22522","13021","6636","87704","0","0","7900","3","899","6114","3","146","51","25","0","314","0","33","312","79780","1","0","8212","5392","762","12455","11979","6201","0","3765","1235","0","1657","0","28121","24","24","0","0","0","0","0","44234","0","0","86","86","0","173","87","86","43975","754","2571","18","0","0","13","40143","476","0","434808","7895","7895","426913","1989","75","310419","60463","502","4011","161","5","788","0","36299","3862","4791","41","3507"
2000-03-01,"1744683","50917","2377","597","0","24","460","0","1120","176","3038","430","56","508","833","272","0","318","181","40","400","0","6448","875","5255","219","0","0","41","58","39054","129","0","208","0","18382","6960","1250","2990","0","1098","0","538","3326","4173","1023034","54808","54808","12873","0","1616","0","2222","2415","457","54","858","100","671","4480","48489","0","123","0","2043","1112","1256","896","1010","1","843","59","363","1107","0","310","39366","231390","420","235","127851","48851","1460","4621","2023","46","5158","41","4336","232","0","350","35766","675474","52","635","0","4658","6009","83496","36279","20660","55554","13054","0","489","190290","264298","91334","592","592","3128","419","7","0","193","212","84","30","997","95","1091","6875","0","57","0","294","393","617","0","800","267","200","61","845","3341","31877","163","2204","40","0","160","0","29071","5","0","234","48862","0","4944","2794","0","2348","0","20536","11818","6422","89625","0","0","9600","3","1931","6712","3","0","105","24","25","319","0","31","447","79948","1","0","13769","4437","1040","12044","10956","5979","0","4028","1685","0","1612","0","24397","77","77","0","0","0","0","0","42093","0","0","352","352","0","174","87","87","41567","244","2583","13","0","0","7","38242","478","0","447680","7932","7932","439748","1875","67","316972","61270","504","4013","156","6","826","0","41431","3835","4955","39","3799"
2000-06-01,"1773503","53814","600","211","0","37","241","0","92","19","3149","398","158","536","715","343","0","343","200","56","400","0","9335","692","8557","39","0","0","37","10","40730","127","0","200","0","19129","7543","1149","3185","0","1148","0","654","2870","4725","1035814","58564","58564","17339","0","1373","0","2874","2018","653","45","1841","67","646","7822","51118","0","66","0","2095","1350","1267","1056","1616","0","943","50","419","1420","0","377","40459","231755","960","77","127124","48840","1626","4533","1931","43","5071","10","5057","220","0","343","35920","677038","42","935","0","5424","6634","82823","35627","19934","55372","12753","0","593","192702","264199","87853","492","492","3359","356","2","0","181","238","130","68","1065","108","1211","8484","0","55","0","323","435","613","0","769","321","200","86","887","4795","31919","164","512","30","0","145","0","30838","4","0","226","43599","0","4525","2558","0","2019","0","17915","10521","6061","83703","0","0","5800","3","1199","3235","3","64","138","24","0","566","0","54","514","77826","1","0","14931","4566","921","12621","9475","5649","0","4088","1563","0","1752","0","22259","77","77","0","0","0","0","0","43056","0","0","97","97","0","424","212","212","42535","346","2491","13","0","0","18","39406","261","0","469263","8384","8384","460879","1757","60","333628","63466","539","3989","157","12","858","0","43527","3808","5105","37","3936"
2000-09-01,"1807613","57321","719","197","0","36","348","0","115","23","3861","639","224","699","718","348","0","399","370","64","400","0","9163","1227","7862","39","0","0","25","10","43578","125","0","217","0","20173","7366","1251","3756","0","1270","0","820","3457","5143","1067468","61376","61376","19280","0","1027","0","3023","1831","1221","45","815","96","746","10476","51780","0","42","0","2281","1295","1202","1006","1662","0","1133","72","929","847","0","472","40839","240347","1178","108","131129","51281","1367","5310","1918","42","4666","10","5160","100","0","551","37527","694685","47","802","0","6466","8005","83147","37310","19957","61809","12534","0","753","197933","265922","85783","432","432","3361","346","0","0","127","256","59","63","769","95","1646","8909","0","35","0","341","414","462","0","858","322","190","98","879","5310","34241","172","600","30","0","146","0","32838","5","0","450","38840","0","4134","2337","0","1781","0","15669","9531","5388","81426","0","0","6201","3","555","4591","3","66","14","27","0","290","320","14","318","75110","1","0","13188","4303","1427","11853","8109","6876","0","4008","750","0","1825","0","22770","115","57","0","0","0","0","58","39682","0","0","98","98","0","424","212","212","39160","141","2625","0","0","0","21","36259","114","0","475933","8703","8703","467230","1756","53","336338","64518","560","3740","198","13","877","0","46183","3801","4869","36","4288"
2000-12-01,"1802791","61664","1448","195","0","12","374","0","749","118","5573","1359","263","986","976","549","0","441","545","54","400","0","7330","1812","5452","52","0","0","0","14","47313","105","0","245","0","21588","6369","1208","5199","0","1566","0","980","4317","5736","1045802","64620","64620","19255","0","1023","0","2187","1959","1601","57","1864","105","456","10003","53458","0","39","0","2872","1700","1262","1036","1801","0","1051","84","1454","1609","0","564","39986","260707","1641","140","134233","56806","1352","4279","1846","41","4086","0","6091","86","0","704","49402","647762","36","869","0","5575","7693","76768","34917","19687","58781","10303","0","895","197339","234899","88912","639","639","3862","484","10","0","162","21","56","48","1088","84","1909","8601","0","35","0","355","320","503","0","586","329","190","96","697","5490","34571","158","875","30","0","132","0","32960","4","0","412","41239","0","6260","3538","0","3206","0","4532","17063","6640","81175","0","0","4902","3","531","3530","3","63","13","22","0","469","0","42","226","75598","1","0","12375","3649","1625","12531","8649","6883","0","4074","496","0","1730","0","23585","675","620","0","0","0","0","55","37766","0","0","98","98","0","424","212","212","37244","138","2437","0","0","0","20","34521","128","0","487472","9084","9084","478388","1795","56","344949","66659","567","3523","203","12","842","0","46117","3809","5291","35","4530"
2001-03-01,"1837336","63645","1065","214","0","22","252","0","492","85","5585","1332","214","828","1165","555","0","440","604","47","400","0","8288","2331","5896","48","0","0","0","13","48707","126","0","18","0","22696","6775","1253","5457","0","1406","0","1160","4160","5656","1068077","65799","65799","19650","0","1121","0","2012","1325","732","52","2854","133","666","10755","56441","0","35","0","3233","1820","1076","1186","1915","0","1121","141","1632","1293","0","668","42321","276103","2172","171","141095","61462","1213","4254","1091","42","4143","0","5858","103","0","869","53630","650084","34","818","0","5530","6240","74343","33244","18678","61044","10310","0","1057","202988","235798","91417","610","610","3886","455","7","0","138","28","45","48","1037","96","2032","10541","0","129","0","191","282","615","0","524","315","190","94","616","7585","35161","152","918","0","0","130","0","33536","4","0","421","41219","0","6468","3656","0","3134","0","4572","16668","6721","78882","0","0","5200","3","89","3180","227","54","42","14","0","640","0","50","901","73511","1","0","13648","2926","1984","11020","9148","7014","0","5418","975","0","1024","0","20353","171","119","0","0","0","0","52","37931","0","0","97","97","0","430","215","215","37404","226","2484","0","0","0","11","34553","130","0","497384","7607","7607","489777","1751","53","350198","67575","579","3356","205","12","795","0","51510","3770","5004","33","4936"
2001-06-01,"1896592","68044","1225","529","0","20","198","0","407","71","6508","1424","254","1075","1349","672","0","605","677","52","400","0","8384","2970","5321","74","0","0","0","19","51927","126","0","64","0","23822","7248","1298","6391","0","1456","0","1435","4132","5955","1114281","64565","64565","13799","0","1638","0","1420","1035","672","49","1564","78","371","6972","56067","0","28","0","3774","1877","1126","1338","1969","0","1116","169","1850","1288","0","826","40706","268521","2802","202","140281","58909","1049","4346","886","42","4142","0","7030","117","0","1086","47629","711329","42","1530","0","5829","9494","83512","36029","19328","64718","11420","0","1289","213927","264211","87824","619","619","3631","370","7","0","193","308","28","0","711","76","1938","12763","0","66","0","182","318","683","0","488","347","190","84","537","9868","36269","109","1790","0","0","157","0","33833","4","0","376","34542","0","5607","3169","0","2651","0","3924","13953","5238","74110","0","0","5100","91","73","3662","3","54","36","18","0","174","0","18","971","68843","1","0","11264","3362","1945","10050","8730","4616","0","3463","842","0","1685","0","22885","167","119","0","0","0","0","48","39106","0","0","93","93","0","430","215","215","38583","439","2787","0","0","0","16","35195","146","0","513227","7742","7742","505485","1713","35","359789","68627","508","3156","211","11","811","0","55925","3782","5765","30","5122"
2001-09-01,"1880852","70550","1261","421","0","16","208","0","525","91","6817","1324","236","1040","1560","733","0","719","752","53","400","0","9457","3497","5869","72","0","0","0","19","53015","130","0","77","0","24158","6674","1290","6641","0","1559","0","1375","4907","6204","1079511","64036","64036","13471","0","1403","0","735","1141","1143","49","1390","129","709","6772","59988","0","43","0","4096","2061","1515","1801","2145","0","1118","209","2075","568","0","792","43565","271413","3259","316","138057","62971","902","4374","711","101","4491","0","7177","122","0","1115","47817","670603","42","1552","0","6823","9813","74792","31805","16489","57510","9685","0","1250","211560","249282","86688","150","150","2632","250","0","0","180","190","5","0","338","40","1629","14139","0","67","0","173","398","782","0","657","181","190","122","786","10783","36124","176","865","0","0","163","0","34331","4","0","585","33643","0","5516","3117","0","2609","0","3841","13768","4792","75743","0","0","5000","18","284","3784","179","28","35","3","0","29","0","1","639","70450","1","2","10297","3948","4619","8512","7086","6071","0","4895","676","0","1388","0","22955","293","241","0","0","0","0","52","39335","0","0","149","149","0","375","188","187","38811","203","3084","0","0","0","25","35426","73","0","529025","8152","8152","520873","1729","33","371247","69301","511","3004","223","10","897","0","58989","3785","5560","29","5555"
2001-12-01,"1950258","74916","1030","579","0","11","160","0","235","45","8830","2082","561","1632","1659","810","0","858","773","55","400","0","9091","4466","4398","180","0","0","0","47","55965","126","0","58","0","25962","7091","1365","6931","0","1643","0","1294","4978","6517","1125220","63594","63594","13975","0","1913","0","1403","840","813","52","1340","129","718","6767","57497","0","144","0","4440","2248","1498","1264","1842","0","1419","204","2138","335","0","745","41220","263323","3771","422","136244","59366","884","3360","668","101","4405","0","8071","135","0","1169","44727","726831","37","1403","0","6884","10455","83346","36711","18572","66009","10680","0","1178","221597","269959","88596","150","150","2216","230","0","0","12","140","0","0","254","15","1565","14422","0","175","0","163","323","837","0","1299","115","190","122","850","10348","36881","238","959","0","0","100","0","34832","0","0","752","34927","0","5885","3326","0","2695","0","4154","14199","4668","75015","0","0","5500","3","0","3963","3","22","80","0","0","470","0","49","910","68838","0","10","9536","2035","2433","8626","7582","7557","0","5798","1362","0","1721","0","22178","677","632","0","0","0","0","45","38620","0","0","216","216","0","307","154","153","38097","236","3015","0","0","0","14","34769","63","0","547891","8160","8160","539731","1732","33","385013","70314","523","2746","228","11","985","0","62692","3644","5931","27","5852"
2002-03-01,"1975913","77204","1060","720","186","8","129","0","17","0","9666","2070","622","2130","1814","865","0","929","792","44","400","0","8829","4547","4143","67","0","0","54","18","57649","125","26","650","0","26815","7172","1439","7175","0","774","0","1373","5645","6455","1130797","63696","63696","13716","0","1217","981","1920","676","1221","32","829","144","712","5984","57316","0","57","0","3581","2085","1315","1409","2413","0","1548","194","2193","523","0","791","41207","258708","4285","538","129749","60279","839","2779","613","103","4674","0","8355","122","0","1192","45180","737361","43","1320","0","7481","10501","83731","35952","18731","67674","10477","0","1249","233163","267039","87611","148","148","1938","215","0","0","25","9","0","0","289","17","1383","14901","0","368","0","163","300","734","0","1028","180","120","173","897","10938","36082","94","1233","0","0","117","0","34000","0","0","638","34542","0","5959","3368","0","2689","0","4434","13898","4194","70297","0","0","6200","3","549","3027","200","9","67","0","0","1425","0","157","763","63449","0","15","6344","1189","681","8936","8210","7673","0","4378","574","0","1559","0","23890","648","606","0","0","0","0","42","37389","0","0","216","216","0","306","153","153","36867","180","2692","2","0","0","9","33923","61","0","572615","7926","7926","564689","1860","30","397824","73110","536","2655","320","10","971","0","71858","3596","5541","25","6353"
2002-06-01,"1988051","77900","1109","310","121","23","506","0","124","25","9995","1991","626","2534","2195","685","0","710","800","54","400","0","9359","5127","4079","78","0","0","54","21","57437","132","26","571","0","24905","5769","2267","8495","0","900","0","1422","6237","6713","1120749","65000","65000","14456","0","2595","636","1863","1081","745","32","923","75","698","5808","57153","0","88","0","2932","1916","1724","2170","1844","0","1760","217","2217","232","0","819","41234","271328","4827","646","138379","61608","774","2276","616","106","4509","0","8902","89","0","1262","47334","712812","34","1357","0","7530","10208","77330","31506","16080","63509","9174","0","1294","240312","254478","85198","55","55","1863","180","11","0","122","37","0","0","345","0","1168","15683","0","777","0","318","741","910","0","646","98","120","164","665","11244","37677","121","1144","0","0","120","0","35644","0","0","648","29920","0","5080","2871","210","2306","0","3535","12138","3780","70452","276","276","4201","3","649","2310","3","19","31","0","0","825","0","0","361","65185","0","17","11490","1846","1089","8447","7006","4847","0","4079","657","0","1152","0","24555","790","746","0","0","0","0","44","38133","269","269","212","212","0","305","153","152","37347","195","2967","3","0","0","7","34117","58","0","595619","8923","8923","586696","1820","27","418004","73304","520","2539","320","9","1003","0","72588","3579","6381","22","6580"
2002-09-01,"2024322","79374","1104","251","123","35","523","0","150","22","9044","1871","651","2013","2252","247","0","681","884","45","400","0","10955","5794","4824","111","0","0","197","29","58271","134","26","567","0","24071","5943","2968","8839","0","914","0","1539","6377","6893","1129720","65078","65078","14342","0","1835","688","2094","247","1384","35","1536","124","763","5636","60338","0","84","0","3244","2487","1363","2305","2639","0","1780","235","2469","417","0","886","42429","281906","5390","667","142603","61278","726","2623","972","113","4984","0","9953","53","0","1193","51351","708056","32","1319","0","10629","10647","70792","29184","17085","59297","8860","0","1398","247651","251162","85272","69","69","1127","0","0","0","17","1","8","0","29","0","1072","14746","0","333","0","309","458","548","0","808","118","85","86","449","11552","38899","107","1289","0","0","102","0","36329","0","0","1072","30431","0","5037","2847","214","2355","0","3561","12283","4134","74277","320","320","5896","3","840","3026","505","49","33","275","0","608","0","0","557","67194","0","24","9884","3858","2093","9376","6525","5182","0","4843","237","0","439","0","24733","867","822","0","0","0","0","45","37661","276","276","212","212","0","305","153","152","36868","176","2687","3","0","0","15","33932","55","0","618018","9285","9285","608733","1780","27","432643","74807","532","2593","253","9","980","0","78278","3550","6123","21","7137"
2002-12-01,"2086266","87774","1057","238","76","23","541","0","159","20","10788","2700","939","2212","2555","333","0","744","863","42","400","0","11673","6742","4443","214","0","0","218","56","64256","142","28","628","0","26103","5846","3150","9538","0","1027","0","1709","8122","7963","1168809","63113","63113","13349","0","1319","410","1406","439","1391","33","1718","112","469","6052","64700","0","92","0","3278","2745","1197","2632","2303","0","1869","228","2409","1086","0","984","45877","280882","5932","638","145732","55265","676","2623","1058","111","4774","0","11171","104","0","1266","51532","746765","12","1298","0","11829","10754","75634","30578","15734","63308","8997","0","1551","261077","265993","85191","31","31","1735","144","1","0","149","0","10","0","31","0","1400","14363","6","467","0","272","529","328","0","774","99","0","61","221","11606","40749","111","1937","0","0","93","0","37063","0","0","1545","28313","0","4710","2662","247","2204","0","3346","11350","3794","72725","219","219","6800","3","676","3965","696","81","87","255","0","62","0","0","975","64852","0","48","9610","3492","1621","8481","6678","5807","0","5309","383","0","625","0","22798","854","809","0","0","0","0","45","37098","291","291","213","213","0","304","152","152","36290","178","2376","2","0","0","9","33659","66","0","634669","9684","9684","624985","1973","27","452414","73256","547","1144","278","9","964","0","76800","3456","6581","21","7515"
2003-03-01,"2093005","93744","1062","275","317","8","302","0","144","16","11745","2978","1146","2187","2916","373","0","840","864","41","400","0","13898","7327","6041","227","0","0","243","60","67039","152","30","475","0","26800","6513","3243","10734","0","1006","0","1930","8318","7838","1162273","63516","63516","13625","0","985","677","2002","518","1386","29","1855","127","575","5471","62625","0","83","0","3552","2063","1132","3326","2343","0","2129","218","2410","1507","0","1111","42751","277428","6450","616","154136","44024","657","2433","1547","116","4505","0","11316","125","0","1228","50275","745079","17","357","0","11447","12457","71660","29373","15402","63969","7432","0","1749","269230","261986","81936","29","29","959","0","0","0","0","0","0","0","0","0","959","13996","0","301","0","253","336","446","0","695","101","0","95","513","11256","40821","110","1811","0","0","84","0","37262","0","0","1554","26131","0","4277","2417","153","2075","0","2968","10813","3428","67388","226","226","1997","3","53","1010","161","37","107","309","0","21","0","0","296","64331","0","60","11787","2212","2336","7941","5612","7318","0","4541","322","0","364","0","21838","834","793","0","0","0","0","41","36786","281","281","212","212","0","303","152","151","35990","172","2301","3","0","0","16","33431","67","0","650878","10607","10607","640271","2168","25","465455","68697","565","1159","287","4","927","0","83074","3427","6302","20","8161"
2003-06-01,"2160216","96187","1133","306","282","15","332","0","177","21","12019","3167","1177","2058","2990","527","0","884","792","24","400","0","14028","7862","5620","227","0","0","259","60","69007","167","32","540","0","26464","6560","3110","11529","0","1059","0","2254","9157","8135","1194733","63682","63682","14662","0","637","1024","2466","94","852","29","3347","133","612","5468","65103","0","50","0","3447","1697","1378","3631","3218","75","2031","205","2193","1590","0","904","44684","279824","6991","581","154073","43305","657","2629","1317","393","4801","0","11273","86","0","1180","52538","771462","17","306","0","11403","12481","73627","29837","15104","67672","7082","0","2032","282282","269619","82199","28","28","1037","39","0","0","53","3","6","0","104","0","832","12986","0","231","116","435","342","442","0","815","102","0","59","38","10406","39898","113","1597","0","0","179","0","37860","0","0","149","28250","0","4534","2563","143","2242","0","3193","11806","3769","66809","246","246","0","0","0","0","0","0","0","0","0","0","0","0","0","65721","0","60","10605","3098","2853","5932","5717","7487","0","5132","510","0","428","0","23899","842","804","0","0","0","0","38","37367","281","281","209","209","0","303","152","151","36574","169","2359","3","0","0","6","33975","62","0","682921","10669","10669","672252","2338","25","489664","70131","585","1148","313","8","1040","0","88046","3413","7075","16","8450"
2003-09-01,"2219645","96482","1386","278","344","19","377","0","346","22","11797","3274","1126","2056","2484","759","0","912","762","24","400","0","15211","8049","6704","140","0","0","281","37","68088","157","30","528","0","26720","6024","3272","12511","0","1075","0","2251","8119","7401","1231984","64277","64277","10252","0","567","812","816","141","644","27","515","170","121","6439","64631","0","57","0","3806","1156","1593","3286","2724","46","2029","168","2102","2096","0","896","44672","283275","7558","490","156712","42654","645","1679","1804","357","4873","0","11022","93","0","1053","54335","809549","20","259","0","8094","304","81890","30899","16656","71654","7737","0","2025","297001","293010","82546","75","75","732","0","0","0","0","0","0","0","0","0","732","12486","0","342","21","521","227","485","0","775","0","0","80","84","9951","38819","111","635","500","0","197","0","37274","0","0","102","30434","0","5024","2840","166","2433","0","3554","12992","3425","60771","249","249","0","0","0","0","0","0","0","0","0","0","0","0","0","59721","0","58","5636","2771","981","5531","5695","7554","0","5914","1473","0","300","0","23808","801","761","0","0","0","0","40","36650","300","300","208","208","0","302","151","151","35840","162","2117","3","0","0","11","33484","63","0","711212","11218","11218","699994","1567","24","508533","71302","602","1116","311","7","1087","0","96272","3429","6495","16","9233"
2003-12-01,"2322916","105247","1668","401","441","23","387","0","386","30","12218","3855","1181","2162","2406","557","0","930","702","25","400","0","17050","8643","7849","154","0","0","363","41","74311","188","37","507","0","29066","6466","3431","13577","0","894","0","2264","9852","8029","1297108","65977","65977","7505","0","603","501","1431","83","150","30","569","212","42","3884","63272","0","57","0","3388","1120","1999","3296","2347","48","2025","205","1926","1135","0","894","44832","294278","8915","387","166056","39975","639","1518","1869","108","5245","4","11569","98","0","926","56969","866076","21","481","0","8249","950","90683","32385","19443","79228","8510","0","2037","312076","312013","82576","75","75","1404","195","0","0","64","0","24","0","392","0","729","12076","0","253","0","436","319","352","0","787","0","0","97","274","9558","39223","106","581","501","0","97","0","37792","0","0","146","29798","0","4833","2732","170","2426","0","3433","12690","3514","58977","249","249","0","0","0","0","0","0","0","0","0","0","0","0","0","58065","0","80","5158","1386","1052","4445","5851","8442","0","5425","631","0","264","0","25331","663","625","0","0","0","0","38","35899","313","313","208","208","0","300","150","150","35078","137","1958","3","0","0","4","32907","69","0","743109","11937","11937","731172","1528","24","531569","72750","620","1027","348","4","1151","0","102143","3442","6790","15","9761"
