"Date","A3429047X","A3429305C","A3430466R","A3367261X","A3371350C","A3372970K","A3361741A","A3544885R","A3362683J","A3369868F","A3428192A","A3359203A","A3373603A","A3370438C","A3371419R","A3366400V","A3591637F","A3362770F","A3544967V","A3368974T","A3363316X","A3359206J","A3427379J","A3545052R","A3359311K","A3373132T","A85253426W","A3545054V","A3545055W","A3545056X","A3430469W","A3545192T","A83834212F","A3360988K","A3360463V","A3363457C","A3359929L","A3367438V","A3363985J","A3591889A","A3373186X","A3360466A","A3594008V","A3372130V","A3364498T","A3426005W","A3428474X","A3362245J","A3425102F","A3544886T","A3363703X","A3360748X","A3371353K","A3359104V","A3360751L","A3372406W","A3362260F","A3544887V","A3364795L","A3362686R","A3430211L","A3591638J","A83834719T","A3366403A","A3361861V","A3363817W","A3374554K","A3364894V","A3365359K","A3370939A","A3371965X","A3363319F","A3362341J","A3372475A","A3544968W","A3362773L","A3364342W","A3427913W","A3361486C","A83834572K","A3374140K","A3366484R","A3374143T","A3360916X","A3364429L","A3372031L","A3369058C","A3373138F","A3371497W","A3364432A","A3545058C","A3370495X","A3371500X","A3426878J","A3360469J","A83833990J","A3606208V","A3359932A","A3361999K","A3362455F","A3373189F","A3368014J","A3365527K","A3363988R","A3372133A","A3366958F","A3360472W","A3369112F","A83834857R","A84931600W","A3387020J","A84931606K","A3398093A","A3378071R","A3395900F","A3386186R","A3383954R","A3387050W","A3393659K","A3391508R","A3377387T","A3387053C","A84931607L","A3551932A","A3396062X","A3387896A","A3393020W","A3396761K","A3395300A","A3396065F","A3378920W","A3398225T","A3396068L","A3383330T","A3375386C","A3389348X","A84931608R","A3385019L","A3396173R","A3391781C","A3381182R","A3376229T","A3610749L","A3386435T","A3379019X","A3551229X","A3396878R","A84931609T","A3397625K","A3383522K","A3388805A","A3381275A","A3386573R","A84931768A","A3389555R","A3375599J","A3376943A","A3424499W","A3432053C","A3370834F","A3427148X","A3360253W","A3365803V","A3374467L","A3363715J","A3359116C","A3370336R","A3363718R","A3367276R","A3361318T","A3369877J","A3360772X","A3373513W","A3427619J","A3369946A","A3371437V","A3373615K","A3373618T","A3358723L","A3361417X","A3374089R","A3373069L","A3366424L","A3372493F","A3366427V","A3606196W","A3370951T","A3360862C","A3368995C","A3430739K","A3366493T","A3371005R","A3365464L","A3545078L","A85253429C","A3374647W","A3428750J","A3427145T","A3363202A","A3430736C","A3363721C","A3605142W","A3424808R","A3361420L","A3363331W","A3429893K","A3374650K","A3368515F","A3373144A","A3360409F","A3372049K","A3360412V","A3371503F","A3367948V","A3545081A","A3429044T","A3432650A","A3371872L","A3426611W","A83834635J","A3369067F","A3373147J","A3365959R","A3362851J","A3367951J","A3372052X","A3359314T","A3364450F","A3370507W","A3371008W","A3371509V","A3370510K","A3373150W","A3545082C"
2009-06-01,"3859355","170870","935","215","52","27","0","0","587","54","9291","909","463","109","1284","1364","6","2034","130","0","382","2610","45362","17313","25221","69","1707","0","33","1019","115282","917","0","960","29","54159","6174","6716","16516","3281","2867","420","4485","8387","10371","2104551","112920","112920","4392","0","10","16","187","95","10","41","98","30","0","3905","135127","227","70","178","2893","1430","5346","1558","1468","617","4552","320","390","65","1","2360","113652","590778","21473","132","361201","59241","886","2138","908","9","17843","12","7164","237","916","660","117958","1261334","280","307","156","23127","1052","149634","40198","22877","146606","14191","9795","3998","400366","448747","86100","106","106","45","0","0","0","0","0","0","0","45","0","0","1299","0","452","25","28","346","87","0","298","0","0","0","0","63","84650","113","1600","0","516","225","0","82184","0","12","0","0","0","0","0","0","0","0","0","0","0","103701","647","647","16700","0","0","11008","87","0","2635","0","0","1463","0","102","1405","85000","0","277","2791","13369","658","2007","1523","5006","0","7339","711","0","11","0","51308","1354","355","0","0","957","42","0","48522","421","421","262","262","0","614","307","307","47225","0","2100","14","209","0","2","44367","392","141","1345611","31606","31606","1314005","1466","8","864164","103912","4480","378","755","0","751","2","283074","11424","11463","5","32123"
2009-09-01,"4018896","192685","369","191","8","38","0","0","132","0","8885","528","320","114","1540","1086","0","2283","90","0","380","2544","45484","16947","25725","68","1788","1","33","922","137947","1465","0","981","45","63047","6513","7606","21244","3257","3740","423","4425","8966","16235","2196532","112132","112132","5318","0","183","81","344","94","61","37","153","115","0","4250","133307","231","84","0","2398","1547","6533","1414","1113","539","4564","259","380","64","238","2263","111680","573217","20911","135","353579","54447","929","1646","1246","0","17534","11","5948","201","844","657","115129","1372558","280","307","206","21957","1105","174968","47170","25217","167562","16676","7900","3898","409440","495872","89348","108","108","46","0","0","0","0","0","0","0","46","0","0","1296","0","449","25","33","345","86","0","293","0","0","0","0","65","87898","106","1647","0","518","207","0","85408","0","12","0","0","0","0","0","0","0","0","0","0","0","111384","635","635","11899","0","757","7438","56","0","1257","0","0","949","0","58","1384","97597","0","252","1376","10696","154","2893","3297","4962","0","8767","588","0","10","0","64602","1253","328","0","0","882","43","0","59352","401","401","262","262","0","609","305","304","58080","0","6360","13","212","0","1","51092","262","140","1369595","31505","31505","1338090","1580","8","887516","99377","4695","364","514","0","708","2","287852","11037","11557","6","32874"
2009-12-01,"4108609","193138","365","185","0","33","0","0","147","0","8913","370","135","115","1506","1035","5","2722","89","0","402","2534","44149","16743","24632","67","1808","1","33","865","139711","986","0","898","59","65601","6452","7464","21200","3381","3695","282","4451","8294","16948","2243335","109370","109370","4122","0","23","39","356","33","43","35","164","178","0","3251","137948","235","71","130","2437","906","6191","1316","1087","558","4742","259","374","72","257","2228","117085","565502","20229","138","352979","51135","971","2253","925","0","17157","10","5162","173","795","659","112916","1426393","287","307","206","21851","1218","184561","49926","26579","182928","18266","9035","3803","411069","516357","92711","153","153","45","0","0","0","0","0","0","0","45","0","0","1299","0","436","25","32","344","86","0","307","0","0","0","0","69","91214","97","1899","0","386","207","0","88610","0","15","0","0","0","0","0","0","0","0","0","0","0","124402","619","619","10900","0","1200","5076","20","0","1292","6","0","1044","0","40","2222","111469","0","313","2703","13464","1419","2610","3585","6796","0","8392","939","0","9","0","71239","1414","539","0","0","833","42","0","58575","410","410","261","261","0","608","304","304","57296","0","3989","14","279","0","1","52568","349","96","1396448","31662","31662","1364786","1695","8","921371","105547","4747","343","528","0","671","1","273374","11337","11777","5","33382"
2010-03-01,"4149879","191336","465","277","4","26","0","0","158","0","8579","411","83","115","1420","1038","5","2763","62","0","394","2288","43372","16766","23808","68","1827","1","33","869","138920","1114","0","797","18","66453","6409","7287","20582","3441","3500","1082","4272","7218","16747","2241595","106558","106558","4791","0","101","50","469","197","98","36","248","170","0","3422","137047","240","71","24","3493","1229","6372","1434","992","528","5047","210","365","73","392","2187","114390","563670","21070","140","350024","51656","1026","1985","1017","0","16975","62","4813","182","744","660","113316","1429529","291","307","206","16124","831","187617","49613","25780","183479","18012","8360","3724","412128","523057","94974","170","170","45","0","0","0","0","0","0","0","45","0","0","1022","0","297","19","31","267","67","0","273","0","0","0","0","68","93737","124","2225","0","394","151","0","90829","0","14","0","0","0","0","0","0","0","0","0","0","0","139404","629","629","10700","0","718","4338","9","0","1740","15","0","1087","0","50","2743","126579","0","425","4315","11947","2039","2433","4320","4396","0","7163","1190","0","10","0","88341","1496","670","0","0","783","43","0","63791","354","354","261","261","0","607","304","303","62569","0","4816","14","300","0","2","56812","353","272","1418779","31341","31341","1387438","1808","7","952572","104513","4796","506","528","0","651","2","264186","11188","12419","7","34255"
2010-06-01,"4123517","189058","622","322","0","22","0","0","244","34","8923","533","62","143","1590","1161","23","2599","45","0","418","2349","43426","16687","23973","67","1824","1","33","841","136087","817","0","840","49","62639","6231","7241","20564","4176","3400","1852","4750","7249","16279","2157291","103355","103355","5218","0","46","31","330","101","56","45","54","102","0","4453","141812","244","71","13","2956","1367","5946","1505","1227","478","5524","162","318","77","543","2189","119192","558841","20877","123","347346","48569","1070","1776","1282","0","17483","66","3838","191","764","671","114785","1348065","295","281","206","13952","844","168596","44012","23708","166139","16003","8207","3695","404805","497322","99725","170","170","45","0","0","0","0","0","0","0","45","0","0","1024","0","263","19","36","272","68","0","315","0","0","0","0","51","98486","112","2704","0","350","151","0","95155","0","14","0","0","0","0","0","0","0","0","0","0","0","158317","657","657","11000","0","2030","1869","494","0","631","16","0","469","0","22","5469","145205","0","444","2839","16952","2028","4425","3584","5573","0","8167","979","0","8","0","100206","1455","629","0","0","783","43","0","68429","348","348","262","262","0","849","425","424","66970","0","3497","29","296","0","2","62710","288","148","1450697","31076","31076","1419621","1897","7","987727","108054","4848","322","532","0","628","1","256320","10927","13709","8","34641"
2010-09-01,"4247067","200141","465","232","0","19","0","0","183","31","9147","566","41","149","1588","1249","2","2895","44","0","423","2190","44504","17341","24452","64","1655","2","34","956","146025","858","0","783","19","65899","5693","8474","20779","4796","3500","2543","8275","7597","16809","2232552","102247","102247","5329","0","36","28","222","78","48","46","43","134","0","4694","143592","244","72","6","2410","923","4999","2361","1082","490","6801","125","131","60","537","2268","121083","554598","21093","129","345294","48252","1128","1843","959","0","17204","66","3914","202","690","995","112829","1426786","287","281","214","15007","558","185854","48333","25330","181868","18007","7715","5000","411923","526409","102926","166","166","44","0","0","0","0","0","0","0","44","0","0","1025","0","361","20","38","273","68","0","215","0","0","0","0","50","101691","109","3148","0","320","150","0","97953","0","11","0","0","0","0","0","0","0","0","0","0","0","170309","608","608","17100","0","1514","6087","19","0","532","265","0","840","0","48","7795","151323","0","418","3753","13179","1163","7272","1512","5589","0","7534","959","0","8","0","109936","1278","529","0","0","705","44","0","72273","294","294","262","262","0","849","425","424","70868","0","3130","12","77","0","2","67153","314","180","1468866","30851","30851","1438015","1544","10","1001700","109706","4346","316","524","0","602","2","258443","10631","13879","7","36305"
2010-12-01,"4358833","198138","962","525","0","20","0","0","359","58","11436","698","25","144","1414","1191","2","1984","43","0","336","5599","40657","16319","22069","61","1606","0","34","568","145083","852","0","857","74","68263","5812","8232","22009","5797","3525","2623","3961","6239","16839","2313490","97739","97739","2579","0","44","27","274","81","64","97","70","110","0","1812","136422","244","71","100","2654",NA,"4292","2151","991",NA,"6193","138","129","34","476","2503","115634","555899","21103","135","349463","47022","1173","2000","941","0","16777","120","3438","156","638","686","112247","1520851","329","330","214","15676","1062","202716","52707","28281","199361","18009","7151","4894","419604","570517","101268","175","175","60","0","0","0","0","0","0","0","60","0","0","1025","0","361","20","37","273","68","0","216","0","0","0","0","50","100008","95","2736","0","320","149","0","96696","0","12","0","0","0","0","0","0","0","0","0","0","0","182366","602","602","17900","0","2385","4688","130","0","243","560","0","256","0","123","9515","162644","0","612","6084","10357","825","9959","2203","7745","0","7051","918","0","7","0","116883","1220","525","0","0","652","43","0","70108","306","306","262","262","0","850","425","425","68690","0","2452","12","67","0","2","65715","273","169","1493463","30314","30314","1463149","1354","10","1026488","112293","4216","286","512","0","579","1","254998","10361","14799","7","37245"
2011-03-01,"4428851","207231","565","203","0","19","0","0","303","40","9309","770","33","149","1786","1267","2","1731","43","0","427","3101","44218","18813","22445","58","1525","0","35","1342","153139","922","0","666","64","71976","6354","8541","22867","6883","3525","2210","4092","6545","18494","2331149","95557","95557","2447","0","52","45","277","88","82","111","90","87","0","1615","143145","244","71","43","2831",NA,"4301","2055","1015",NA,"6907","103","128","27","514","2620","121617","562039","20823","131","357645","45986","1232","1498","859","0","13190","122","3100","142","623","1562","115126","1527961","472","330","214","11519","894","207121","52270","28474","197444","18212","6708","5138","421503","577662","101709","162","162","60","0","0","0","0","0","0","0","60","0","0","1023","0","360","19","36","272","68","0","218","0","0","0","0","50","100464","92","3206","0","294","147","0","96711","0","14","0","0","0","0","0","0","0","0","0","0","0","195051","660","660","14700","0","85","3556",NA,"0",NA,"727","0","496","0","101","9170","178357","0","1054","4573","14436","2767","9558","2341","8082","0","9304","1805","0","6","0","124431","1334","638","0","0","653","43","0","76703","252","252","262","262","0","848","424","424","75341","0","2364","12","72","0","2","72461","260","170","1517008","29615","29615","1487393","916","6","1050541","116838","4004","284","499","0","556","2","249468","10063","15321","6","38889"
2011-06-01,"4424900","203137","365","155","0","18","0","0","172","20","8860","791","58","155","1781","1301","2","1698","42","0","401","2631","44480","18551","22895","56","1500","0","35","1443","149432","915","0","681","73","70604","6206","8683","23203","4608","3473","2691","3905","6164","18226","2282001","91972","91972","2939","0","76","46","291","109","96","173","91","120","0","1937","145308","244","71","40","2858",NA,"4282","2039","978",NA,"6183","130","126","26","478","2734","124426","556226","20374","135","353300","43728","1379","1567","1055","0","12993","127","2707","149","612","687","117413","1485556","521",NA,"224","10579","938","194074","48831","27339","186830","16958","5539","5295","416820","571278","103408","123","123","69","0","0","0","0","0","0","0","69","0","0","1024","0","355","19","35","269","67","0","214","0","0","0","0","65","99192","88","2216","0","297","143","0","96430","0","18","0","3000","0","0","0","0","0","3000","0","0","0","204941","694","694","16100","0","0","2976",NA,"0",NA,"979","0","343","0","95","11235","186617","0","1238","4551","18357","1206","8575","3244","9036","0","9073","814","0","6","0","130517","1530","865","0","0","621","44","0","87330","233","233","262","262","0","851","426","425","85984","0","4656","11","77","0","2","80836","250","152","1544083","31252","31252","1512831","344","6","1070071","117852","3939","275","509","0","531","1","254278","9870","15551","10","39594"
2011-09-01,"4400512","188800","471","93","0","18","0","0","327","33","9458","865","108","167","1851","1316","2","1501","43","0","403","3202","42478","18703","20814","56","1417","0","14","1474","136393","966","0","823","55","65469","5679","8420","19093","3479","3075","2854","3940","5789","16751","2217963","96104","96104","7178","0","74","23","300","156","29","100","83","133","0","6280","153400","319","71","0","2895",NA,"4289","1706","1039",NA,"6057","0","128","30","441","2582","133325","579867","21919","116","362606","44406","1435","1421","1244","21","12766","139","2921","150","643","725","129355","1381414","625",NA,"222","10863","779","168469","41994","22505","164591","14501","4329","5112","407219","539896","107095","120","120","85","0","0","0","0","0","0","0","85","0","0","1025","0","352","19","37","266","67","0","211","0","0","0","0","73","102865","203","2105","0","320","142","0","100081","0","14","0","3000","0","0","0","0","0","3000","0","0","0","230974","657","657","14200","0","261","4031",NA,"0",NA,"1346","0","758","0","93","7187","214604","0","1157","4275","18922","1209","9622","3384","9598","0","7432","994","0","6","0","158005","1513","817","0","0","650","46","0","97232","184","184","262","191","71","1154","577","577","95632","0","4996","4","64","0","2","90127","249","190","1558448","26352","26352","1532096","0","6","1078942","115749","3720","258","513","0","513","1","264810","7771","15598","10","44205"
2011-12-01,"4441906","190110","332","70","0","18","0","0","202","42","10665","931","75","173","1967","1365","0","1671","43","0","425","4015","40688","17730","20323","0","1427","0","11","1197","138425","1009","0","628","55","67227","5053","8148","19691","3748","3175","2482","3728","4886","18595","2214785","94162","94162","5286","0","69","22","335","88","19","136","73","199","0","4345","158633","319","71","100","2917",NA,"4019","2017","898",NA,"5455","0","128","25","352","2508","139391","583266","21793","129","371444","43494","1478","1258","1265","20","12665","204","3361","163","617","1051","124324","1373438","655",NA,"221","9226","638","162497","40590","21605","158870","13848","5495","4972","406105","548406","109309","121","121","44","0","0","0","0","0","0","0","44","0","0","1124","0","392","21","38","297","74","0","238","0","0","0","0","64","105020","207","2225","6","355","140","0","102072","0","15","0","3000","0","0","0","0","0","3000","0","0","0","250445","696","696","12500","0","975","2836",NA,"0",NA,"1205","0","521","0","62","6604","235826","0","1351","10401","11881","1442","10053","3947","9622","0","7098","980","0","6","0","179045","1423","754","0","0","624","45","0","101780","249","249","389","292","97","1154","577","577","99988","0","4493","3","67","0","2","94977","265","181","1575477","26083","26083","1549394","0","5","1103197","111440","3745","247","601","0","494","1","262240","7619","16452","9","43344"
2012-03-01,"4567755","198287","290","101","0","16","0","0","173","0","12277","734","2","193","2304","1486","0","2571","42","0","469","4476","38610","17211","18787","0","1402","0","11","1199","147110","1035","0","691","4","70901","5243","8618","21353","5454","3350","2844","3420","4990","19207","2300428","93607","93607","6358","0","119","30","335","128","19","186","71","0","0","5470","167996","332","71","100","2176",NA,"4269","3212","837",NA,"7567","0","127","62","341","2355","146285","589433","21823","114","374367","43689","1537","1425","1216","21","12200","203","3259","172","618","1376","127413","1443034","635",NA,"221","8014","135","175555","43887","23865","171826","15104","6083","4732","413803","578834","110424","160","160","55","0","0","0","0","0","0","0","55","0","0","1173","0","381","21","37","288","72","0","231","0","0","0","0","143","106036","313","2550","6","517","134","30","102475","0","11","0","3000","0","0","0","0","0","3000","0","0","0","263038","699","699","15600","0","2465","4747",NA,"0",NA,"1189","0","1001","0","80","5584","245283","0","1469","8852","7206","1843","8472","2951","10359","0","9890","1098","0","12","0","193131","1456","789","0","0","621","46","0","103821","150","150","291","211","80","1402","701","701","101978","0","4818","1","78","0","3","96626","274","178","1591757","26404","26404","1565353","0","5","1094932","109940","3681","233","534","0","488","1","286154","7469","16842","9","45065"
2012-06-01,"4560382","199893","0","0","0","0","0","0","0","0","11889","798","69","201","2560","1553","0","1982","43","0","391","4292","38290","17438","18190","0","1396","0","9","1257","149714","1054","0","757","14","72115","4952","8529","21228","4047","3475","2799","3448","5641","21655","2241401","92109","92109","5736","0","267","59","449","155","20","223","73","0","0","4490","171550","332","71","0","2393","206","4418","3821","839","4","8314","0","128","30","327","2261","148406","601666","21140","114","384716","43471","1817","1394","1232","20","12189","225","3229","158","631","1649","129681","1370340","660",NA,"219","8380","267","160848","39321","22097","158131","13470","5827","4540","408341","547880","113299","184","184","56","0","0","0","0","0","0","0","56","0","0","1178","0","381","21","37","288","72","0","230","0","0","0","0","149","108881","556","2469","0","493","129","31","105102","84","17","0","3000","0","0","0","0","0","3000","0","0","0","271172","733","733","12500","0","605","3252","0","0","428","1404","0","679","0","76","6056","256489","0","1014","9723","8332","2802","7950","3165","11154","0","12143","1000","0","15","0","199191","1450","770","0","0","634","46","0","117879","155","155","192","179","13","1711","856","855","115821","0","4639","1","78","0","3","110607","262","231","1616738","27110","27110","1589628","0","5","1119102","107087","3663","226","550","0","456","1","285992","7386","19400","23","45737"
2012-09-01,"4660999","207878","219","73","0","16","0","0","130","0","11531","648","69","235","2807","1363","0","1657","42","0","380","4330","37598","17304","17610","0","1446","0","10","1228","158530","1097","0","800","4","75785","5481","9177","23109","4196","3555","3059","3243","6043","22981","2299892","87865","87865","6469","0","133","58","507","131","50","332","107","0","0","5151","181345","332","71","19","1924","206","4813","4206","868","0","8702","0","126","22","334","2058","157664","609229","20646","114","386256","44827","1884","1324","1466","21","11094","237","3096","159","622","813","136670","1414984","698",NA,"219","10685","176","171109","41388","23060","159074","14176","6000","4220","413645","570177","117164","143","143","65","0","0","0","0","0","0","0","65","0","0","1190","0","386","21","38","292","73","0","231","0","0","0","0","149","112766","746","2556","0","234","123","28","109066","0","13","0","3000","0","0","0","0","0","3000","0","0","0","288601","730","730","16000","0","1790","5867","0","0","555","1482","0","650","0","78","5578","270655","0","1024","14739","11766","4150","7993","3692","11962","0","13484","1201","0","18","0","200626","1216","547","0","0","622","47","0","124454","156","156","390","370","20","1707","854","853","122201","0","4450","1","78","0","3","117152","273","244","1623010","29400","29400","1593610","0","5","1096032","107304","3796","209","556","0","436","1","310555","7282","19533","22","47879"
2012-12-01,"4762230","218653","0","0","0","0","0","0","0","0","13566","825","26","253","2770","1321","0","2368","42","0","445","5516","36427","16792","17022","0","1419","0","10","1184","168660","1137","0","966","50","79742","5640","9830","23839","4376","3705","3265","2756","6381","26973","2365821","85248","85248","4278","0","164","61","555","160","46","346","148","0","0","2798","189351","332","71","27","2447","77","4741","4212","1100","0","10090","0","126","42","322","1885","163879","615646","22177","114","385398","44100","1942","1105","1429","21","10869","262","3226","187","627","935","143254","1471298","725",NA,"219","11980","585","181199","43776","24549","170610","15085","6795","3945","420313","590876","117949","134","134","75","0","0","0","0","0","0","0","75","0","0","1266","0","414","22","40","313","78","0","251","0","0","0","0","148","113474","960","2564","0","230","120","24","109563","0","13","0","3000","0","0","0","0","0","3000","0","0","0","296227","553","553","21500","0","3222","7420","0","0","613","2719","0","474","0","71","6981","272898","0","1122","17099","14580","4839","7717","4112","11437","0","12627","1402","0","20","0","197943","1276","603","0","0","627","46","0","127197","119","119","390","286","104","1963","982","981","124725","0","4937","1","68","0","3","119175","290","251","1636383","30066","30066","1606317","0","5","1112296","107735","3725","197","561","0","426","1","304724","7182","20495","22","48948"
2013-03-01,"4829496","231397","150","71","0","16","0","0","63","0","13616","846","35","265","2785","1313","0","2608","42","0","413","5309","37454","17229","17527","27","1344","0","10","1317","180177","1219","0","1098","13","84394","7425","10287","25548","4479","3885","3281","2527","6829","29192","2399872","82221","82221","5482","0","223","35","543","138","24","206","258","0","0","4055","191040","347","74","0","2539","105","4797","4367","1208","259","10286","0","126","31","250","1723","164928","627237","20425","113","388921","44487","1884","991","1610","22","10593","263","3000","201","625","951","153151","1493892","745",NA,"219","13639","255","187279","44679","25066","175142","15357","7168","3695","424149","595836","117063","132","132","74","0","0","0","0","0","0","0","74","0","0","1117","0","360","19","40","272","68","0","213","0","0","0","0","145","112740","1384","2318","0","218","170","25","108614","0","11","0","3000","0","0","0","0","0","3000","0","0","0","301482","498","498","17000","0","1143","6309","0","0","587","1780","0","365","0","54","6762","282706","0","1468","18593","24371","5347","6895","4376","11821","0","11156","1256","0","15","0","197408","1278","609","0","0","623","46","0","128830","99","99","293","133","160","1962","981","981","126476","0","4769","1","71","0","3","121064","303","265","1650852","29544","29544","1621308","0","4","1136427","105963","3527","194","601","0","414","1","296336","7105","21146","22","49568"
2013-06-01,"4850759","233392","0","0","0","0","0","0","0","0","13823","949","61","288","2590","1267","0","1994","45","0","368","6261","37824","17529","17504","0","1402","0","10","1379","181745","1188","0","1093","39","86137","7754","10410","25286","4237","3950","3283","2192","6819","29357","2392294","79595","79595","5219","0","146","26","545","118","23","250","186","0","0","3925","204077","347","72","0","2847","184","4806","3620","1294","259","10903","0","134","31","615","1528","177437","650691","19944","113","396373","43687","2054","1087","1286","23","10518","352","2804","202","705","963","170580","1452712","753",NA,"209","12654","963","175456","41995","24728","167244","14229","7222","3351","421748","581244","117653","131","131","74","0","0","0","0","0","0","0","74","0","0","980","0","309","17","40","234","58","0","175","0","0","0","0","147","113468","1586","2638","0","2","223","26","108980","0","13","0","3000","0","0","0","0","0","3000","0","0","0","289558","602","602","5500","0","0","1390","0","0","689","1246","0","90","0","22","2063","282041","0","1404","17426","26185","4407","7034","4337","12474","0","12427","1208","0","16","2","195121","1415","667","0","0","703","45","0","132155","94","94","192","100","92","2509","1255","1254","129360","0","5492","1","81","0","3","123239","297","247","1685707","28760","28760","1656947","0","4","1141996","105516","3681","186","621","0","390","1","319147","7212","21669","22","56502"
2013-09-01,"4994302","234797","0","0","0","0","0","0","0","0","13893","996","40","311","2599","1242","0","2230","45","0","416","6014","38220","18048","17283","0","1391","0","10","1488","182684","1348","0","1162","8","88434","7952","10179","25594","4066","3885","3166","1938","5661","29291","2492581","77086","77086","9285","0","159","25","648","112","15","155","542","204","0","7425","212327","347","72","9","2980","136","4978","3350","1400","385","11337","36","134","31","583","1359","185190","657523","20565","113","400316","37123","2036","1151","1332","23","10553","255","3449","207","711","1040","178649","1536360","780","916","208","12740","863","194686","46840","26638","185285","15837","7418","3116","431573","609460","118438","127","127","95","0","0","0","0","0","0","0","95","0","0","968","0","303","16","44","229","57","0","170","0","0","0","0","149","114248","2433","2408","0","30","276","25","109066","0","10","0","3000","0","0","0","0","0","3000","0","0","0","310728","431","431","6500","0","232","2021","0","0","634","780","0","160","0","20","2653","302447","0","1327","15210","33624","5253","7505","5267","12441","0","13005","1295","0","16","3","207501","1350","599","0","0","706","45","0","137797","74","74","290","238","52","2505","1253","1252","134928","0","5083","1","103","0","3","129186","300","252","1699961","27724","27724","1672237","0","4","1151624","107771","3652","177","616","0","367","1","320365","7190","22124","18","58328"
2013-12-01,"5113754","238095","26","3","4","15","0","0","4","0","14502","1031","47","314","2621","1185","0","2225","44","0","400","6635","38328","18250","17097","0","1402","0","3","1576","185239","1402","0","1140","30","91548","7725","10029","25827","3147","3920","3120","2115","5183","30053","2555125","73286","73286","5356","0","74","21","575","139","1","109","459","223","0","3755","224490","384","72","28","3065","155","4980","3415","1457","429","11288","94","133","32","561","1449","196948","683264","19722","113","410208","36852","2109","1096","1391","27","12409","276","4142","212","729","1090","192888","1568729","742","940","218","12448","1132","203468","48931","27791","190696","16590","7376","3210","437000","618187","121187","126","126","19","0","0","0","0","0","0","0","19","0","0","1658","0","488","26","46","369","92","0","299","0","0","0","0","338","116384","2987","2534","0","0","328","59","110469","0","7","0","3000","0","0","0","0","0","3000","0","0","0","324514","465","465","9000","0","832","2538","0","0","673","1025","0","160","0","20","3752","313602","0","700","22672","32835","4236","7113","6111","12037","0","13531","836","0","17","5","213509","1447","679","0","0","724","44","0","140529","85","85","290","238","52","2505","1253","1252","137649","0","5496","1","96","0","3","131591","304","158","1734304","26859","26859","1707445","0","4","1164161","108628","3680","162","666","0","331","1","336926","7185","23610","18","62073"
2014-03-01,"5174120","251779","154","53","6","15","0","0","80","0","15026","1101","22","349","2501","1269","0","2505","22","0","416","6841","44390","22002","19484","0","1381","0","3","1520","192209","1444","0","1021","28","94999","8231","10403","26745","3775","4035","2822","1833","5329","31544","2565442","70132","70132","4345","0","75","29","618","178","2","103","486","186","0","2668","219507","384","72","28","3274","65","5066","3188","1554","442","11806","88","66","43","517","1261","191653","690847","21378","112","417874","35899","2259","725","1298","29","12270","289","4864","211","689","1135","191815","1580611","80","941","218","9666","1106","202685","49231","27841","189454","16680","7521","2901","448243","624044","119553","121","121","20","0","0","0","0","0","0","0","20","0","0","1333","0","370","20","47","280","70","0","212","0","0","0","0","334","115079","3232","1572","0","0","331","0","109937","0","7","0","3000","0","0","0","0","0","3000","0","0","0","341343","437","437","0","0","0","0","0","0","0","0","0","0","0","0","0","339475","0","1005","24507","41123","3625","7465","6514","11340","0","15851","916","0","30","5","227094","1431","704","0","0","682","45","0","142472","79","79","340","308","32","2505","1253","1252","139548","0","4740","1","105","0","3","134212","308","179","1753531","25886","25886","1727645","0","4","1171888","110189","3626","161","696","0","318","1","347463","7238","24121","17","61923"
2014-06-01,"5283545","256988","287","101","0","15","0","0","171","0","14555","774","28","376","2624","1351","0","2396","23","0","385","6598","42297","20628","19200","0","1419","0","3","1047","199849","1867","0","1140","45","98733","8468","10199","27358","4672","3985","2955","1768","5254","33405","2611140","67446","67446","3409","0","113","21","476","133","54","69","230","177","0","2136","217252","384","72","41","2281","84","5234","3370","1616","469","12717","99","68","49","594","1241","188933","714613","23699","112","429301","36016","2387","937","1177","30","15458","306","5200","205","651","1119","198015","1608420","109","933","228","10815","1263","204594","49281","27936","191387","16740","7716","4543","458685","634190","124349","117","117","19","0","0","0","0","0","0","0","19","0","0","1185","0","312","17","48","236","59","0","172","0","0","0","0","341","120028","4031","1644","0","0","321","0","114023","0","9","0","3000","0","0","0","0","0","3000","0","0","0","355702","496","496","5000","0","1732","1012","0","0","693","479","0","152","0","0","932","348859","0","1086","20565","38421","4554","8126","6106","11661","0","18028","1229","0","43","7","239033","1347","661","0","0","643","43","0","146088","70","70","90","58","32","3004","1502","1502","142924","0","5071","4","89","0","3","137248","301","208","1789278","24727","24727","1764551","0","4","1191593","111397","3725","141","723","0","280","1","362001","7500","25147","19","62020"
